AverageWordLength,TypeTokenRatio,RootTypeTokenRatio,AvgTreeDepth,AvgTreeScore,MLC,MLS,MLT,C_S,C_T,CT_T,DC_C,DC_T,CP_C,CP_T,T_S,CN_C,CN_T,VP_T,SentenceCount,AvgSentenceLengthInWords,AvgSentenceLengthInChars,NounVariation,VerbVariation,AdjectiveVariation,AdverbVariation,VerbVariation1,SquaredVerbVariation1,CorrectedVerbVariation1,LexicalDensity,label
5.196809,0.544326,12.927032,10.483871,-146.614062,11.592593,20.193548,18.411765,1.741935,1.588235,0.558824,0.351852,0.558824,0.166667,0.264706,1.096774,2.574074,4.088235,0.264706,31,20.193548,95.322581,0.575,0.227778,0.136111,0.061111,0.536585,23.609756,3.435823,0.57508,Elementary
4.213946,0.496038,12.460333,9.125,-101.927245,7.340206,14.833333,9.888889,2.020833,1.347222,0.680556,0.360825,0.486111,0.123711,0.166667,1.5,1.113402,1.5,0.166667,48,14.833333,55.395833,0.332353,0.408824,0.15,0.108824,0.366906,18.71223,3.058777,0.477528,Elementary
4.823985,0.560928,12.754185,10.724138,-140.308556,11.153846,20,18.709677,1.793103,1.677419,0.645161,0.384615,0.645161,0.346154,0.580645,1.068966,2.673077,4.483871,0.580645,29,20,86.275862,0.506289,0.257862,0.128931,0.106918,0.52439,22.54878,3.357736,0.548276,Elementary
4.560071,0.574205,13.660769,9.368421,-128.61414,8.278481,17.210526,13.914894,2.078947,1.680851,0.574468,0.303797,0.510638,0.113924,0.191489,1.236842,1.379747,2.319149,0.191489,38,17.210526,67.921053,0.440233,0.3207,0.154519,0.084548,0.454545,22.727273,3.370999,0.524465,Elementary
5.073741,0.539568,12.722834,10.714286,-154.13812,12.612245,22.071429,19.935484,1.75,1.580645,0.645161,0.367347,0.580645,0.387755,0.612903,1.107143,2.714286,4.290323,0.612903,28,22.071429,100.75,0.587571,0.240113,0.110169,0.062147,0.4,13.6,2.607681,0.572816,Elementary
4.211931,0.458399,11.569461,12.548387,-146.584032,9.534247,22.451613,18.810811,2.354839,1.972973,0.810811,0.369863,0.72973,0.136986,0.27027,1.193548,1.616438,3.189189,0.27027,31,22.451613,86.548387,0.41989,0.348066,0.157459,0.074586,0.333333,14,2.645751,0.520115,Elementary
4.445095,0.540264,14.119393,9.347826,-118.937664,10.930556,17.108696,14.053571,1.565217,1.285714,0.446429,0.277778,0.357143,0.138889,0.178571,1.217391,1.861111,2.392857,0.178571,46,17.108696,66,0.473684,0.308271,0.140351,0.077694,0.414634,21.146341,3.251641,0.506989,Elementary
4.629921,0.547244,12.334255,10.322581,-127.27834,10.865385,18.225806,15.27027,1.677419,1.405405,0.486486,0.326923,0.459459,0.173077,0.243243,1.193548,2.211538,3.108108,0.243243,31,18.225806,75.870968,0.533113,0.245033,0.155629,0.066225,0.405405,12.162162,2.465985,0.534513,Elementary
4.555556,0.482993,14.344166,9.564516,-183.550974,11.153846,16.370968,18.454545,1.467742,1.654545,0.490909,0.351648,0.581818,0.241758,0.4,0.887097,2.802198,4.636364,0.4,62,16.370968,64.935484,0.478976,0.292505,0.160878,0.067642,0.36875,21.75625,3.2982,0.538916,Elementary
5.040441,0.529412,12.347898,10.258065,-137.64776,11.537037,20.096774,18.323529,1.741935,1.588235,0.588235,0.37037,0.588235,0.222222,0.352941,1.096774,3.092593,4.911765,0.352941,31,20.096774,88.709677,0.558442,0.256494,0.142857,0.042208,0.468354,17.329114,2.943562,0.494382,Elementary
5.180758,0.568513,10.52901,10.52381,-132.786125,11,17.809524,14.96,1.619048,1.36,0.36,0.235294,0.32,0.205882,0.28,1.190476,2.117647,2.88,0.28,21,17.809524,84.619048,0.537736,0.273585,0.117925,0.070755,0.534483,16.568966,2.878278,0.566845,Elementary
4.473322,0.495697,11.948253,11.566667,-156.628605,10.966667,21.933333,19.939394,2,1.818182,0.666667,0.366667,0.666667,0.2,0.363636,1.1,2.8,5.090909,0.363636,30,21.933333,88.233333,0.510029,0.25788,0.146132,0.08596,0.411111,15.211111,2.757817,0.530395,Elementary
4.799325,0.53457,13.01763,11.727273,-138.391752,9.239437,19.878788,17.263158,2.151515,1.868421,0.789474,0.408451,0.763158,0.197183,0.368421,1.151515,1.549296,2.894737,0.368421,33,19.878788,86.242424,0.449153,0.338983,0.124294,0.087571,0.425,21.675,3.292036,0.539634,Elementary
4.594393,0.53271,12.321624,11.766667,-128.435586,10.084746,19.833333,18.030303,1.966667,1.787879,0.757576,0.423729,0.757576,0.186441,0.333333,1.1,2.033898,3.636364,0.333333,30,19.833333,81.933333,0.492013,0.316294,0.105431,0.086262,0.424242,17.818182,2.98481,0.52605,Elementary
4.781022,0.574818,13.456133,9.486486,-116.604494,11.886792,17.027027,15.365854,1.432432,1.292683,0.292683,0.226415,0.292683,0.207547,0.268293,1.108108,3,3.878049,0.268293,37,17.027027,70.810811,0.586103,0.247734,0.099698,0.066465,0.52439,22.54878,3.357736,0.525397,Elementary
4.440497,0.541741,12.854217,10.214286,-162.189806,11.90566,22.535714,16.179487,1.892857,1.358974,0.435897,0.283019,0.384615,0.150943,0.205128,1.392857,2,2.717949,0.205128,28,22.535714,89.857143,0.491961,0.273312,0.135048,0.099678,0.517647,22.776471,3.374646,0.492868,Elementary
4.621291,0.544503,13.033987,10,-120.022502,12.288462,18.257143,16.384615,1.485714,1.333333,0.384615,0.269231,0.358974,0.307692,0.410256,1.114286,2.365385,3.153846,0.410256,35,18.257143,75.885714,0.541033,0.291793,0.112462,0.054711,0.5,24,3.464102,0.514867,Elementary
4.789934,0.575492,12.302621,11.458333,-153.500557,11.042553,21.625,19.222222,1.958333,1.740741,0.777778,0.425532,0.740741,0.276596,0.481481,1.125,2.319149,4.037037,0.481481,24,21.625,91.208333,0.484429,0.318339,0.107266,0.089965,0.380435,13.315217,2.580234,0.55684,Elementary
4.266207,0.515862,13.890011,9.652174,-125.163158,9.554217,17.23913,15.25,1.804348,1.596154,0.634615,0.409639,0.653846,0.096386,0.153846,1.130435,1.710843,2.730769,0.153846,46,17.23913,67.23913,0.486936,0.285036,0.144893,0.083135,0.458333,25.208333,3.550235,0.530895,Elementary
4.807122,0.529674,13.751126,10.1,-127.876358,9.5375,19.075,14.673077,2,1.538462,0.403846,0.25,0.384615,0.1625,0.25,1.3,1.9125,2.942308,0.25,40,19.075,81,0.492925,0.261792,0.179245,0.066038,0.405405,18.243243,3.020202,0.555701,Elementary
4.480989,0.539924,12.382988,10.0625,-127.056751,10.016949,18.46875,15.972973,1.84375,1.594595,0.756757,0.372881,0.594595,0.20339,0.324324,1.15625,1.372881,2.189189,0.324324,32,18.46875,73.65625,0.48366,0.310458,0.101307,0.104575,0.463158,20.378947,3.192096,0.517766,Elementary
4.632754,0.637717,12.802082,10.181818,-155.295012,11.146341,20.772727,17.576923,1.863636,1.576923,0.615385,0.390244,0.615385,0.219512,0.346154,1.181818,2.268293,3.576923,0.346154,22,20.772727,84.863636,0.571429,0.260504,0.117647,0.05042,0.548387,18.645161,3.05329,0.520788,Elementary
4.601449,0.548309,11.156441,10.384615,-115.050763,10.790698,17.846154,16.571429,1.653846,1.535714,0.607143,0.372093,0.571429,0.232558,0.357143,1.076923,3,4.607143,0.357143,26,17.846154,73.269231,0.531746,0.285714,0.107143,0.075397,0.444444,14.222222,2.666667,0.543103,Elementary
4.75,0.548165,11.446024,9.88,-136.447336,11.511628,19.8,16.5,1.72,1.433333,0.5,0.302326,0.433333,0.255814,0.366667,1.2,3.418605,4.9,0.366667,25,19.8,82.84,0.634855,0.207469,0.116183,0.041494,0.46,10.58,2.3,0.486869,Elementary
4.430584,0.583501,13.008278,11.625,-158.868718,11.163265,22.791667,20.259259,2.041667,1.814815,0.777778,0.387755,0.703704,0.183673,0.333333,1.125,3.102041,5.62963,0.333333,24,22.791667,91.75,0.602007,0.237458,0.100334,0.060201,0.521127,19.28169,3.104971,0.546618,Elementary
4.431818,0.578512,12.727273,10.137931,-132.159021,10.86,18.724138,15.083333,1.724138,1.388889,0.583333,0.34,0.472222,0.2,0.277778,1.241379,1.72,2.388889,0.277778,29,18.724138,73.965517,0.473684,0.319298,0.087719,0.119298,0.472527,20.318681,3.187372,0.524862,Elementary
4.539683,0.530159,13.306879,10.35,-118.449128,10.522388,17.625,16.022727,1.675,1.522727,0.431818,0.328358,0.5,0.149254,0.227273,1.1,2.492537,3.795455,0.227273,40,17.625,71.7,0.454787,0.300532,0.162234,0.082447,0.451327,23.017699,3.39247,0.533333,Elementary
4.526923,0.588462,9.488657,10.571429,-133.364107,15.315789,20.785714,20.785714,1.357143,1.357143,0.571429,0.421053,0.571429,0.421053,0.571429,1,2.894737,3.928571,0.571429,14,20.785714,84.071429,0.582192,0.246575,0.123288,0.047945,0.722222,18.777778,3.064129,0.501718,Elementary
4.806706,0.540434,12.168767,11.769231,-149.821685,10.163636,21.5,17.46875,2.115385,1.71875,0.65625,0.363636,0.625,0.145455,0.25,1.230769,2.836364,4.875,0.25,26,21.5,93.730769,0.438944,0.287129,0.184818,0.089109,0.436782,16.597701,2.880773,0.542039,Elementary
4.958491,0.496226,11.42399,11.516129,-131.663189,9,18.870968,16.25,2.096774,1.805556,1,0.446154,0.805556,0.138462,0.25,1.16129,1.769231,3.194444,0.25,31,18.870968,84.774194,0.445783,0.313253,0.141566,0.099398,0.365385,13.884615,2.634826,0.567521,Elementary
4.634483,0.517241,12.456822,8.783784,-123.952341,11.821429,17.891892,14.711111,1.513514,1.244444,0.244444,0.196429,0.244444,0.285714,0.355556,1.216216,2.446429,3.044444,0.355556,37,17.891892,72.864865,0.486842,0.223684,0.178947,0.110526,0.364706,11.305882,2.377591,0.574018,Elementary
4.659933,0.545455,13.293881,12.392857,-168.194707,13.226415,25.035714,21.90625,1.892857,1.65625,0.71875,0.396226,0.65625,0.377358,0.625,1.142857,2.924528,4.84375,0.625,28,25.035714,102.285714,0.476323,0.29805,0.16156,0.064067,0.383178,15.71028,2.802702,0.512126,Elementary
4.520101,0.517588,10.325847,11.04,-114.154492,8.320755,17.64,12.970588,2.12,1.558824,0.617647,0.358491,0.558824,0.09434,0.147059,1.36,1.433962,2.235294,0.147059,25,17.64,71.96,0.4,0.362791,0.125581,0.111628,0.474359,17.551282,2.962371,0.487528,Elementary
4.524642,0.534181,13.397197,11.051282,-121.923348,10.057143,18.051282,17.170732,1.794872,1.707317,0.731707,0.428571,0.731707,0.171429,0.292683,1.051282,2.371429,4.04878,0.292683,39,18.051282,73.179487,0.464088,0.328729,0.127072,0.08011,0.453782,24.504202,3.5003,0.514205,Elementary
4.780303,0.532828,10.603149,9.892857,-114.818835,9.122449,15.964286,15.964286,1.75,1.75,0.642857,0.387755,0.678571,0.102041,0.178571,1,1.897959,3.321429,0.178571,28,15.964286,67.607143,0.557018,0.27193,0.109649,0.061404,0.532258,17.564516,2.963487,0.510067,Elementary
4.601695,0.536017,11.645269,10.555556,-131.719083,11.234043,19.555556,17.6,1.740741,1.566667,0.533333,0.297872,0.466667,0.148936,0.233333,1.111111,1.957447,3.066667,0.233333,27,19.555556,80.740741,0.501845,0.269373,0.154982,0.073801,0.479452,16.780822,2.896621,0.513258,Elementary
4.811688,0.577922,10.142491,10.117647,-139.629497,19.777778,20.941176,17.8,1.058824,0.9,0.1,0.055556,0.05,0.555556,0.5,1.176471,3.722222,3.35,0.5,17,20.941176,87.647059,0.575419,0.212291,0.145251,0.067039,0.605263,13.921053,2.638281,0.502809,Elementary
4.576807,0.536145,13.815479,11.194444,-147.117346,12.40678,20.333333,17.853659,1.638889,1.439024,0.560976,0.372881,0.536585,0.288136,0.414634,1.138889,2.169492,3.121951,0.414634,36,20.333333,84.416667,0.5,0.321809,0.090426,0.087766,0.438017,23.214876,3.406969,0.513661,Elementary
4.5008,0.5456,13.64,10.815789,-126.055062,8.731707,18.842105,17.047619,2.157895,1.952381,0.857143,0.414634,0.809524,0.158537,0.309524,1.105263,2.109756,4.119048,0.309524,38,18.842105,74.236842,0.428571,0.312668,0.156334,0.102426,0.474138,26.077586,3.610927,0.518156,Elementary
4.792683,0.472125,11.311321,10.428571,-120.752924,10.419355,18.457143,18.457143,1.771429,1.771429,0.714286,0.403226,0.714286,0.274194,0.485714,1,2.5,4.428571,0.485714,35,18.457143,78.6,0.544073,0.264438,0.139818,0.051672,0.425287,15.735632,2.804963,0.509288,Elementary
4.62906,0.550427,13.313062,10.512821,-120.540873,9,16.846154,14.931818,1.871795,1.659091,0.75,0.369863,0.613636,0.109589,0.181818,1.128205,1.493151,2.477273,0.181818,39,16.846154,69.435897,0.491713,0.345304,0.096685,0.066298,0.504,31.752,3.98447,0.550989,Elementary
5.138965,0.577657,11.06631,8.758621,-100.913835,11.27027,14.37931,13.9,1.275862,1.233333,0.333333,0.27027,0.333333,0.297297,0.366667,1.034483,1.513514,1.866667,0.366667,29,14.37931,65.034483,0.510917,0.275109,0.122271,0.091703,0.47619,14.285714,2.672612,0.549161,Elementary
4.80744,0.577681,12.349399,10.84,-142.161667,10.058824,20.52,19,2.04,1.888889,0.555556,0.27451,0.518519,0.215686,0.407407,1.08,1.980392,3.740741,0.407407,25,20.52,87.88,0.512545,0.283154,0.150538,0.053763,0.468354,17.329114,2.943562,0.54386,Elementary
4.436992,0.560976,12.443041,9.676471,-109.420018,10.788462,16.5,15.583333,1.529412,1.444444,0.472222,0.307692,0.444444,0.230769,0.333333,1.058824,2.442308,3.527778,0.333333,34,16.5,64.323529,0.44863,0.325342,0.133562,0.092466,0.484211,22.273684,3.337191,0.520499,Elementary
4.576087,0.56677,14.383015,9,-104.61725,9.552632,14.52,13.698113,1.52,1.433962,0.415094,0.289474,0.415094,0.144737,0.207547,1.06,2.276316,3.264151,0.207547,50,14.52,59.1,0.512626,0.270202,0.138889,0.078283,0.504673,27.252336,3.691364,0.545455,Elementary
4.949033,0.471002,11.235144,10.411765,-128.660243,9.085714,18.705882,17.189189,2.058824,1.891892,0.945946,0.485714,0.918919,0.271429,0.513514,1.088235,2.457143,4.648649,0.513514,34,18.705882,83.294118,0.471591,0.25,0.196023,0.082386,0.397727,13.920455,2.638224,0.553459,Elementary
4.512898,0.459788,11.803204,9.674419,-115.077631,10.867647,17.186047,14.490196,1.581395,1.333333,0.352941,0.25,0.333333,0.117647,0.156863,1.186047,2.279412,3.039216,0.156863,43,17.186047,69.534884,0.526582,0.263291,0.141772,0.068354,0.336538,11.778846,2.426813,0.534506,Elementary
4.462995,0.519793,12.529071,10.105263,-117.92197,9.5,17,14.355556,1.789474,1.511111,0.666667,0.382353,0.577778,0.147059,0.222222,1.184211,1.382353,2.088889,0.222222,38,17,68.236842,0.508824,0.335294,0.085294,0.070588,0.438596,21.929825,3.311331,0.526316,Elementary
4.847328,0.50229,12.855094,11.965517,-169.675648,8.552941,25.068966,18.641026,2.931034,2.179487,1.153846,0.470588,1.025641,0.105882,0.230769,1.344828,1.694118,3.692308,0.230769,29,25.068966,109.344828,0.471464,0.280397,0.156328,0.091811,0.40708,18.725664,3.059874,0.554333,Elementary
4.659443,0.503096,12.786954,12.1875,-147.740529,10.80303,22.28125,19.805556,2.0625,1.833333,0.833333,0.424242,0.777778,0.272727,0.5,1.125,2.606061,4.777778,0.5,32,22.28125,94.0625,0.455497,0.272251,0.183246,0.089005,0.423077,18.615385,3.050851,0.535764,Elementary
4.474699,0.575904,11.732049,9.666667,-106.135924,7.803279,14.424242,13.6,1.848485,1.742857,0.485714,0.278689,0.485714,0.114754,0.2,1.060606,1.311475,2.285714,0.2,33,14.424242,56.151515,0.494163,0.350195,0.093385,0.062257,0.4,14.4,2.683282,0.539916,Elementary
4.666667,0.589454,13.583043,9.444444,-123.563182,11.218182,17.138889,16.236842,1.527778,1.447368,0.368421,0.254545,0.368421,0.345455,0.5,1.055556,2.636364,3.815789,0.5,36,17.138889,69.055556,0.570149,0.271642,0.110448,0.047761,0.461538,19.384615,3.113247,0.54295,Elementary
4.834452,0.52349,11.06782,11.428571,-124.509984,8,18,18,2.25,2.25,0.821429,0.365079,0.821429,0.111111,0.25,1,1.412698,3.178571,0.25,28,18,77.75,0.485294,0.319853,0.125,0.069853,0.367816,11.770115,2.425914,0.539683,Elementary
4.463415,0.558537,11.309504,11.423077,-127.388772,7.982759,17.807692,14.935484,2.230769,1.870968,0.83871,0.448276,0.83871,0.034483,0.064516,1.192308,1.810345,3.387097,0.064516,26,17.807692,70.538462,0.452756,0.334646,0.129921,0.082677,0.4,13.6,2.607681,0.548596,Elementary
4.775261,0.519164,12.43828,12.782609,-189.071269,12.857143,27.391304,25.2,2.130435,1.96,1.04,0.469388,0.92,0.44898,0.88,1.086957,3.673469,7.2,0.88,23,27.391304,119.173913,0.497126,0.264368,0.166667,0.071839,0.391304,14.086957,2.653955,0.552381,Elementary
4.598116,0.513344,12.956212,10.888889,-139.955534,12.050847,19.75,14.8125,1.638889,1.229167,0.5,0.322034,0.395833,0.322034,0.395833,1.333333,3.101695,3.8125,0.395833,36,19.75,81.361111,0.483029,0.308094,0.143603,0.065274,0.423729,21.186441,3.254723,0.538678,Elementary
4.77621,0.504032,11.225331,11.115385,-149.261807,10.145455,21.461538,18,2.115385,1.774194,0.741935,0.4,0.709677,0.381818,0.677419,1.192308,2.327273,4.129032,0.677419,26,21.461538,91.115385,0.578275,0.258786,0.102236,0.060703,0.345679,9.679012,2.199888,0.560932,Elementary
4.696113,0.487633,11.601145,11.454545,-124.678497,9.746269,19.787879,16.74359,2.030303,1.717949,0.666667,0.38806,0.666667,0.134328,0.230769,1.181818,2.402985,4.128205,0.230769,33,19.787879,81.030303,0.524242,0.278788,0.106061,0.090909,0.369565,12.565217,2.506513,0.50536,Elementary
4.590909,0.573232,11.407179,11.454545,-143.727933,10.380952,19.818182,17.44,1.909091,1.68,0.64,0.380952,0.64,0.166667,0.28,1.136364,1.928571,3.24,0.28,22,19.818182,83,0.547414,0.310345,0.112069,0.030172,0.541667,21.125,3.25,0.53211,Elementary
5.004658,0.523292,13.27966,10.676471,-144.692933,13.277778,21.088235,19.916667,1.588235,1.5,0.388889,0.259259,0.388889,0.574074,0.861111,1.058824,3.12963,4.694444,0.861111,34,21.088235,94.794118,0.559783,0.296196,0.086957,0.057065,0.495413,26.752294,3.657341,0.51325,Elementary
4.803543,0.510467,12.720772,11.2,-160.114667,9.957143,23.233333,16.209302,2.333333,1.627907,0.860465,0.442857,0.72093,0.185714,0.302326,1.433333,2.328571,3.790698,0.302326,30,23.233333,99.433333,0.530997,0.336927,0.088949,0.043127,0.376,17.672,2.972541,0.532281,Elementary
4.6609,0.517301,12.43676,11.53125,-144.574109,10.409836,19.84375,18.142857,1.90625,1.742857,0.685714,0.393443,0.685714,0.131148,0.228571,1.09375,2.754098,4.8,0.228571,32,19.84375,84.1875,0.473538,0.272981,0.153203,0.100279,0.387755,14.734694,2.714286,0.565354,Elementary
4.690249,0.48566,11.106645,11.25,-117.720047,9.87931,17.90625,15.916667,1.8125,1.611111,0.694444,0.413793,0.666667,0.258621,0.416667,1.125,1.62069,2.611111,0.416667,32,17.90625,76.65625,0.399317,0.358362,0.129693,0.112628,0.390476,16.009524,2.829269,0.511344,Elementary
4.703583,0.522801,12.954506,11.432432,-132.819072,8.820513,18.594595,17.641026,2.108108,2,1.076923,0.538462,1.076923,0.102564,0.205128,1.054054,1.74359,3.487179,0.205128,37,18.594595,78.27027,0.490305,0.33241,0.099723,0.077562,0.441667,23.408333,3.421135,0.524709,Elementary
4.788652,0.48227,12.805141,9.642857,-141.084963,15.96,19,21,1.190476,1.315789,0.263158,0.22,0.289474,0.36,0.473684,0.904762,3.8,5,0.473684,42,19,80.380952,0.502404,0.245192,0.182692,0.069712,0.441176,19.852941,3.15063,0.521303,Elementary
5.081197,0.598291,12.943005,10.307692,-151.531006,12.785714,20.653846,19.888889,1.615385,1.555556,0.555556,0.357143,0.555556,0.333333,0.518519,1.038462,2.97619,4.62963,0.518519,26,20.653846,91.769231,0.518644,0.271186,0.152542,0.057627,0.45,16.2,2.84605,0.549348,Elementary
4.332468,0.553247,10.855485,10.148148,-100.302862,9.727273,15.851852,13.806452,1.62963,1.419355,0.451613,0.295455,0.419355,0.090909,0.129032,1.148148,1.772727,2.516129,0.129032,27,15.851852,61.777778,0.50495,0.341584,0.094059,0.059406,0.478261,15.782609,2.809147,0.471963,Elementary
4.606509,0.568047,14.769231,9.733333,-117.532017,9.580247,17.244444,15.215686,1.8,1.588235,0.490196,0.283951,0.45098,0.17284,0.27451,1.133333,2.320988,3.686275,0.27451,45,17.244444,68.377778,0.488263,0.262911,0.14554,0.103286,0.455357,23.223214,3.407581,0.548969,Elementary
4.58087,0.533913,12.802785,10.4,-136.086265,10.403226,18.428571,16.538462,1.771429,1.589744,0.538462,0.306452,0.487179,0.193548,0.307692,1.114286,2.5,3.974359,0.307692,35,18.428571,75.257143,0.581006,0.25419,0.114525,0.050279,0.43956,17.582418,2.964997,0.555039,Elementary
5.046392,0.549828,13.264427,11.461538,-175.749995,12.86,24.730769,23.814815,1.923077,1.851852,0.851852,0.46,0.851852,0.58,1.074074,1.038462,3.2,5.925926,1.074074,26,24.730769,112.961538,0.498638,0.291553,0.13624,0.073569,0.485981,25.271028,3.554647,0.570762,Elementary
4.806075,0.565421,11.697512,10.695652,-143.359338,9.914894,20.26087,18.64,2.043478,1.88,0.96,0.489362,0.92,0.191489,0.36,1.086957,2.787234,5.24,0.36,23,20.26087,89.434783,0.425287,0.283525,0.206897,0.084291,0.472973,16.554054,2.876982,0.560086,Elementary
4.432507,0.553719,10.549764,10.391304,-117.626863,8.744681,17.869565,13.7,2.043478,1.566667,0.633333,0.340426,0.533333,0.06383,0.1,1.304348,1.382979,2.166667,0.1,23,17.869565,70,0.460784,0.352941,0.102941,0.083333,0.375,10.125,2.25,0.49635,Elementary
4.799472,0.643799,12.533438,9.384615,-121.610006,12.323529,16.115385,14.964286,1.307692,1.214286,0.214286,0.176471,0.214286,0.176471,0.214286,1.076923,3.088235,3.75,0.214286,26,16.115385,70.269231,0.540426,0.212766,0.182979,0.06383,0.52,13.52,2.6,0.560859,Elementary
4.546638,0.59436,12.761452,9.964286,-136.237385,10.27451,18.714286,16.903226,1.821429,1.645161,0.451613,0.27451,0.451613,0.156863,0.258065,1.107143,2.27451,3.741935,0.258065,28,18.714286,74.892857,0.524476,0.241259,0.15035,0.083916,0.449275,13.927536,2.638895,0.545802,Elementary
4.5,0.547022,13.817042,10.052632,-126.880092,10.169014,19,16.044444,1.868421,1.577778,0.511111,0.309859,0.488889,0.169014,0.266667,1.184211,2.140845,3.377778,0.266667,38,19,75.552632,0.44898,0.272959,0.170918,0.107143,0.485981,25.271028,3.554647,0.542936,Elementary
4.456612,0.530992,11.681818,8.325,-98.758114,9.945455,13.675,12.155556,1.375,1.222222,0.288889,0.254545,0.311111,0.145455,0.177778,1.125,2.109091,2.577778,0.177778,40,13.675,53.85,0.436242,0.271812,0.214765,0.077181,0.419753,14.271605,2.671292,0.54479,Elementary
4.378194,0.456559,11.061544,10.888889,-121.976721,9.362319,17.944444,16.15,1.916667,1.725,0.75,0.42029,0.725,0.173913,0.3,1.111111,1.681159,2.9,0.3,36,17.944444,71.388889,0.388199,0.357143,0.167702,0.086957,0.408696,19.208696,3.099088,0.498452,Elementary
4.42328,0.532628,12.682808,9.628571,-129.931134,10.616667,18.2,16.763158,1.714286,1.578947,0.473684,0.316667,0.5,0.233333,0.368421,1.085714,2.133333,3.368421,0.368421,35,18.2,71.657143,0.461538,0.346154,0.112179,0.080128,0.462963,23.148148,3.402069,0.489796,Elementary
4.383775,0.556942,14.100652,9.864865,-138.378438,11.380952,19.378378,14.9375,1.702703,1.3125,0.375,0.269841,0.354167,0.269841,0.354167,1.297297,2.174603,2.854167,0.354167,37,19.378378,75.945946,0.563342,0.256065,0.097035,0.083558,0.494737,23.252632,3.409738,0.517434,Elementary
5.103578,0.542373,12.498135,11.171429,-116.649511,8.820896,16.885714,15.972973,1.914286,1.810811,0.72973,0.432836,0.783784,0.119403,0.216216,1.057143,1.791045,3.243243,0.216216,35,16.885714,77.885714,0.464615,0.335385,0.098462,0.101538,0.449541,22.027523,3.318699,0.549915,Elementary
4.594444,0.622222,11.805837,10,-123.555273,9.488372,17.73913,16.32,1.869565,1.72,0.44,0.255814,0.44,0.162791,0.28,1.086957,2.860465,4.92,0.28,23,17.73913,72.26087,0.515419,0.229075,0.171806,0.0837,0.480769,12.019231,2.451452,0.556373,Elementary
4.168776,0.440225,11.738417,11.625,-240.161029,10.298701,19.825,18.022727,1.925,1.75,0.681818,0.454545,0.795455,0.142857,0.25,1.1,2.571429,4.5,0.25,40,19.825,74.225,0.498741,0.322418,0.115869,0.062972,0.3125,12.5,2.5,0.500631,Elementary
4.63807,0.509383,13.912788,12,-149.435479,10.934211,20.775,18.886364,1.9,1.727273,0.772727,0.447368,0.772727,0.210526,0.363636,1.1,2.828947,4.886364,0.363636,40,20.775,86.5,0.502262,0.289593,0.133484,0.074661,0.421875,22.78125,3.375,0.531889,Elementary
4.47541,0.44918,11.093936,10.25,-145.031482,10.69697,22.0625,19.611111,2.0625,1.833333,0.722222,0.393939,0.722222,0.287879,0.527778,1.125,2.060606,3.777778,0.527778,32,22.0625,85.8125,0.575499,0.270655,0.094017,0.059829,0.305263,8.852632,2.103881,0.497167,Elementary
4.456229,0.473064,11.52957,10.093023,-103.80574,8.666667,15.72093,16.095238,1.813953,1.857143,0.714286,0.384615,0.714286,0.115385,0.214286,0.976744,2.102564,3.904762,0.214286,43,15.72093,61.55814,0.43314,0.337209,0.165698,0.063953,0.310345,11.172414,2.363516,0.508876,Elementary
4.666139,0.501582,12.609583,10.619048,-115.671203,11.419355,16.857143,14.75,1.47619,1.291667,0.5,0.33871,0.4375,0.112903,0.145833,1.142857,2.112903,2.729167,0.145833,42,16.857143,70.97619,0.510695,0.28877,0.114973,0.085561,0.398148,17.12037,2.925779,0.528249,Elementary
4.482702,0.54201,13.353698,9.375,-114.316329,11.35,17.025,13.897959,1.5,1.22449,0.387755,0.266667,0.326531,0.233333,0.285714,1.225,2.05,2.510204,0.285714,40,17.025,68.05,0.485095,0.289973,0.132791,0.092141,0.401869,17.280374,2.939419,0.54185,Elementary
4.488223,0.543897,11.753718,8.875,-116.049626,12.159091,16.71875,15.285714,1.375,1.257143,0.428571,0.340909,0.428571,0.045455,0.057143,1.09375,1.431818,1.8,0.057143,32,16.71875,65.5,0.457831,0.297189,0.140562,0.104418,0.445946,14.716216,2.712583,0.465421,Elementary
4.68784,0.591652,13.888067,10.787879,-130.35786,8.479452,18.757576,16.289474,2.212121,1.921053,1.052632,0.493151,0.947368,0.082192,0.157895,1.151515,1.616438,3.105263,0.157895,33,18.757576,78.272727,0.451515,0.324242,0.130303,0.093939,0.476636,24.308411,3.486288,0.533118,Elementary
4.754613,0.52583,12.241798,9.722222,-179.055581,10.383333,17.305556,14.833333,1.666667,1.428571,0.428571,0.283333,0.404762,0.15,0.214286,1.166667,2,2.857143,0.214286,36,17.305556,73.166667,0.566343,0.291262,0.087379,0.055016,0.4,14.4,2.683282,0.495987,Elementary
4.714836,0.460501,10.490936,11.464286,-139.802727,8.56338,21.714286,19,2.535714,2.21875,1.34375,0.56338,1.25,0.070423,0.15625,1.142857,1.887324,4.1875,0.15625,28,21.714286,87.678571,0.443769,0.267477,0.164134,0.12462,0.284091,7.102273,1.884446,0.541118,Elementary
4.64133,0.60095,12.330466,10.64,-136.97304,9.134615,19,15.833333,2.08,1.733333,0.766667,0.423077,0.733333,0.25,0.433333,1.2,2.307692,4,0.433333,25,19,78.8,0.392996,0.330739,0.132296,0.143969,0.505882,21.752941,3.297949,0.541053,Elementary
